,text,BIO_anno
153,缺钱就分，不缺不分，我之前缺钱3w3，12期利息收我2k多,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
154,你是来显摆的吗，没长卡额度都这么高,O O O O O O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ
155,我连这个优惠都没有，如果有的话我就分期付款,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O
156,年化才5.6，低,B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ
157,我已经分了怎么办，会小黑屋吗，而且分期分的还很多期,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O
158,这个用了会黑屋吗？有没大佬知道，会不会有啥啊，心慌啊,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
159,黑房之前没提金额,O O O O O O B-COMMENTS_N I-COMMENTS_N
160,这种东西会用在暗室里吗？你知道，出来需要几年，在申请额度咋样,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
161,办哪几家好，目前0卡，招商要上门拍照应该,O O O O O O O O O B-PRODUCT O B-BANK I-BANK O O O O O O O
162,首先四大行有的话必须留，其次是招商。其他的无所谓了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
163,你好，这里是招商银行论坛,O O O O O O B-BANK I-BANK I-BANK I-BANK O O
164,难道银行接通车管所平台了吗？不可能吧,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
165,瞎扯吧，我倒是不信这个借口,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
166,不然人家怎么知道我有违章没有处理啊,O O O O O O O O O O O O O O O O O
167,刚刚好，我觉得数据问题出在卡，小招,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT O O O
168,废话，我就不信这个借口,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
169,我长年空卡，额度4.7，大黑屋很多年了,O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
170,招商黑羊金12k—14k—18k—22k—29k(19.4—19.7—19.10—20.04),B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
171,听说招行二审还要在再查一次征信关键它初审过后这几天我又申请过其它五六个银行征信都有记录……要它二审再查感觉有点悬了呀??...,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
172,1111。有人吗？我信用卡办了一个月了还没收到，什么情况,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O
173,黄金卡差不多,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
174,去年11月份20K提到30K?，建设银行的?,O O O O O O O O O O O O O O O O O O O O O O
175,销，注销算了,O O B-COMMENTS_N I-COMMENTS_N O O
176,刷啊，小笔生活消费,O O O O O O O B-COMMENTS_N I-COMMENTS_N
177,用的随行付，我看到随行付四十万商户进黑名单了，估计跟这个也有关系,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O
178,有临额就不算黑，白着呢！,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
179,我就是大黑冷冻4个月出黑屋+提额的,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O
180,偶尔交几块钱电费那种，月账单不超过1千,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
181,我试试，我好久前用过现金取现，如何一直黑屋了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
182,除了有积分的mcc，还要看你耍的商户在不在不累计积分的列表名单中。,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O
183,晕之前去的夜店都有积分现在都没有了而且是真实消费,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
184,"第一，你刷到的商户mcc招商是否有积分，第二，即便是刷到有积分的mcc商户,也要看是否在本期天书黑名单里！不管多么高大上的商户，只要在本期黑名单里，照样没有积分！...",O O O O O O O O O O O O B-BANK I-BANK O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O
185,支付宝支付,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N
186,你是预约的，等吧，流程，预约受理，预约完成，审核中，资料处理中，审核中，审核完成，当然预约失败就是系统都没过...,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O
187,我不知道啊，我是支付宝里天天推送给我招行的信用卡，说什么额度高，秒下，我就点链接填了，然后居然填了身份证名字地址，然后提交就完成了……居然连工作收入啥的都不用...,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
188,一般别的银行都是秒批三五万吧，它怎么磨磨唧唧三五千？是建设银行这么抠门么,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O
189,插个楼现在审核帖子好慢啊我这个电话邀请办卡的是不是凉了,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
190,我的20天了，没打电话给我，也没说有卡员上门，进度跟你的一样，先是预约申请，现在正在资料审核中，有的人进度是一栏一栏的排下来，我的就只有一栏显示，没仔细看还以为进...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
191,不一定拒，还是有希望的，看我的就是,O O O B-COMMENTS_ADJ O O O O O O O O O O O O O
192,都是同一年了。这额度怎么这么慢,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ
193,有空在这发帖干嘛不去找招商小妹说清楚情况,O O O O O O O O O O O B-BANK I-BANK O O O O O O O
194,具体还是要咨询小招，招行的服务还是很好的,O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
195,得看金额，我光大的卡150有次不小心逾期半个月，产生滞纳金才发现，后期打电话问客服，客服说金额小于300是...,O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
196,别人的卡。。。心大了无此经历给不了建议。,O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
197,最后一次还款日是4月4日，今天早上还的。刚刚过,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O
198,别人的卡反正不在乎?别这么做。?刷子完好,O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
199,我爸的卡，我不想说的这么清楚。我心里有谱,O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
200,只要不是连三连六，都不会影响我。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
201,下一单还没出我就不付了，所以,O O O O O O O O O O O O O O
202,不行就降低销卡走人了。什么无语服务！,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
203,稳了，你这征信跟资质不过没天理,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O O O O O O
204,小昭就是很慢,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
205,我的25照到现在了,O O O O O O O O O
206,进度显示已下发了，是不是稳了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
207,进度显示已经发了，就是不知道额度,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
208,稳定，你的征信和资质不合理,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
209,私行卡不达标，就是0资产也有本人无限次机场贵宾厅，每年1次机场接送机，每年3次租用会议洽谈室等权益。再说了，现在浙分在大范围白名单邀请办理私行卡，十年内都是免除...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
210,还是必须要被邀请才能办啊，这种卡很金贵么,O O O O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O
211,按规定私行卡要1000万，但很多地方600万就可以开，如果像我这种白名单电话邀请办理的就没有资产要求了。,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
212,如果这个再次逾期，一次性付清，不再分期付款。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O
213,招商邮储兴业中信,B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK
214,平安530值一元,B-BANK I-BANK O O O O O O
215,哪个卡，young卡么,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O
216,多谢了，那我的招行信用卡也快到了,O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O
217,这个是在哪换的呀？给个路径呗多谢了,O O O O O O O O O O O O O O O O O
218,平安所有卡都是的，不过要网付才有积分,B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT
219,你这算啥我5.13号就这样到现在估计凉了,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
220,打客服问问呗！直接打工商银行的客服呗,O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O
221,没逾期别想,O B-COMMENTS_N I-COMMENTS_N O O
222,可以协商挂账分期，36还是48看自己口才了。自己搞不定就花钱找人去谈吧，有专门做挂账分期的人，不过是收费的，千把块钱吧，谈不妥不收费。...,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O
223,对于我这种没工作，申卡时怎么填比较好？工作资料有什么其它的办法弄到吗？,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
224,正常操作，我见过一个哥们20天才出进度，跟批不批卡关系不大，这只能说明分行效率低。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
225,另外一个可选择的：广发白金，额度高，权益好。活动期内不用刷，绑定vx，zfb即可免年费。,O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
226,同样经典白，生日10倍积分，感觉毫无压力,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
227,请教一下怎么合理利用生日十倍呀，感觉很吃力呢,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
228,生日当天刷22400就够了，可以赚积分,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT
229,招商银行白金好像没有。其他银行有,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O
230,不习惯，也不打算卖卡。不安全,O O O O O O O O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ
231,第一次遇见……搞不懂这啥情况，心累,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
232,我整整4个月还最低，负额度，因为临额到期后，就没有恢复过。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
233,提过额度吗，，，我的负数了,O O O O O O O O O O O O O
234,我已经负了一个月了，分了33000的账单，负11121，临时到期后多久出现的？,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
235,我昨天早上打12378，今天下午就协商好了，分36期。,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
236,打的座机手机？,O O O O O O O
237,打我的手机上海座机打过来,O O O O O O O O O O O O
238,我的跟你现在一样，不过我是上个月17号提交的资料申请，快20天了都，信用卡依然没批下来,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
239,回访了吗？招行的客服个我打电话回访了,O O O O O B-BANK I-BANK O O O O O O O O O O O
240,没有什么电话打过来，也没有说要人来我上班的地方，再过几天我打电话问问，问他们是个什么情况？浦发的效率确实不高,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
241,等等吧我打了回访都没反应，能批下来就不错了,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
242,不懂帮顶。我现在都不乱审卡了尴尬,O O O O O O O O O O B-COMMENTS_ADJ O B-PRODUCT O O O
243,逾期太多了，通过几乎没可能,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
244,你是不好意思打击我么??，好伤心，直接关系到新工作的能不能留下的问题,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
245,你这样的话，看能不能跟银行协商，开非恶意逾期证明吧，不然的话，估计难批呀。现在是真不好说，被拒的可能性很大。...,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
246,我5月申请房贷查询有点多??整得有点尴尬，现在一直不申卡了够用了,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
247,老婆工行100K??兴业58.8K农行35K??建行26K??民生49K??金条26K??支付宝130K,O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O
248,查询应该不影响，查询影响啥额度了,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
249,你的浦发，建行都是逾期后下的吗,O O B-BANK I-BANK O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O
250,这个我还不太确定，因为没有日期，是不是要拉比较详细的，还要实体店面,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O
251,17个月二提，额度有80K,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
252,13年都没提，还不就这样了，注销了吧,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
253,扎这么久啊不是正常3个月吗？:354,O O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
254,谁跟你说三个月是必提的？不一定啊，提额看消费吧。,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
255,晕还能忍，消了它，是我就注销了,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
256,首年免年费，卡没啥权益，据说先申鸟白，再申经典白容易下,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O
257,没有的话，提示让你去网点申请。网点申请额度也高，速度也快,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ
258,只有邀请资格的才能点，点了就可以申请。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
259,点了基本不给填，让你去网点，ae白和钻石卡理论上也都可以网申,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O
260,钻石卡我点了名字和身份证出来了，提交上去3600就不见了！,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O
261,新卡～开卡后都018？不是的吧，我浦发的就不熟,O B-PRODUCT O O B-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O O O O
262,三楼你把问题说清楚我好解答你！说不清楚，心累啊,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
263,我的意思是～我新申请开卡～就是018正常么，工行的,O O O O O O O O O O O B-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O
264,网申需要网点激活，正常的！,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
265,我是业务员申请，额度就好点,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O
266,你可能没明白我的意思～提额代码018,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
267,如果刚玩新卡，不满三月的系统拒绝的！,O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
268,固额2W，目前可用额度还剩8K，现金分期额度由之前的5W降至4.7W,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
269,我的是不足3个月～刚一个月多一点～我就是想知道刚一个多月的卡是不是都是018～,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT O O O O O O O O O
270,你小心，不要不满三个账单期申额啊！对的代码一样的！,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
271,楼主，你好，在此请教现金分期毕业的问题固额2W，目前可用额度还剩8K，现金分期额度由之前的5W降至4.7W4.7+1.2=5.9，还差1K，4.7+2》6请问，现分方法与临时额度有关么？...,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
272,嘿嘿嘿，连续四个月，笔数为20笔，50笔，65笔，巩固65笔。四个月能把总额度消耗75%额度提起来很快！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
